StoreID,BusinessDate,PLU,Description,ReceivedQuantity,EndQuantity,SoldQuantity,PredictedSoldQuantity
332,2019-07-06,841402,Almond Croissant,6.0,0.0,6.0,-0.0012866000179201365
332,2019-07-07,3000227,Caprese Sandwich,6.0,4.0,2.0,0.00032601854763925076
332,2019-07-07,3000278,Breakfast Burrito Egg Beans & Rice,2.0,0.0,0.0,-0.002007919829338789
332,2019-07-07,820602,Everything Bagel,9.0,0.0,8.0,-0.0011059970129281282
332,2019-07-07,820801,Blueberry Scone,6.0,0.0,5.0,-0.0001174132339656353
332,2019-07-07,820902,Butter Croissant,8.0,0.0,6.0,6.624183151870966e-05
332,2019-07-07,820224,Chocolate Croissant,8.0,0.0,4.0,-0.0006567236268892884
332,2019-07-07,810703,Cinnamon Roll,6.0,0.0,4.0,-0.0004156300565227866
332,2019-07-07,3000210,Cookie - Chocolate Chunk,4.0,0.0,2.0,-0.00026379956398159266
332,2019-07-07,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,9.0,0.0,8.0,-0.0016761021688580513
332,2019-07-07,3000207,Danish - Classic Cheese,6.0,0.0,5.0,-0.0005066532175987959
332,2019-07-07,3000209,Croissant - White Cheddar Jalapeno,6.0,0.0,3.0,6.414999370463192e-05
332,2019-07-07,3000214,Coffee Cake with Streusel,8.0,0.0,7.0,0.0012540124589577317
332,2019-07-07,841402,Almond Croissant,6.0,0.0,3.0,-0.0007640535477548838
332,2019-07-08,3000227,Caprese Sandwich,5.0,3.0,8.0,0.0009922878816723824
332,2019-07-08,3000278,Breakfast Burrito Egg Beans & Rice,3.0,0.0,3.0,-0.0009366396116092801
332,2019-07-08,820602,Everything Bagel,12.0,0.0,10.0,-0.0020622333977371454
332,2019-07-08,820801,Blueberry Scone,4.0,0.0,4.0,-9.022699669003487e-05
332,2019-07-08,820902,Butter Croissant,10.0,0.0,8.0,0.0001629993785172701
332,2019-07-08,820224,Chocolate Croissant,10.0,0.0,9.0,0.0010297606931999326
332,2019-07-08,810703,Cinnamon Roll,6.0,0.0,6.0,0.0008585179457440972
332,2019-07-08,3000210,Cookie - Chocolate Chunk,4.0,0.0,4.0,-0.0005206429632380605
332,2019-07-08,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,8.0,1.0,7.0,-0.004690293222665787
332,2019-07-08,3000207,Danish - Classic Cheese,6.0,0.0,2.0,0.00043272250331938267
332,2019-07-08,3000209,Croissant - White Cheddar Jalapeno,6.0,0.0,6.0,-0.0004049732524435967
332,2019-07-08,3000214,Coffee Cake with Streusel,8.0,0.0,5.0,0.0009394437656737864
332,2019-07-08,841402,Almond Croissant,6.0,0.0,5.0,-0.002474950859323144
332,2019-07-09,3000227,Caprese Sandwich,7.0,0.0,7.0,0.0005306962411850691
332,2019-07-09,3000278,Breakfast Burrito Egg Beans & Rice,4.0,0.0,4.0,0.0032463218085467815
332,2019-07-09,820602,Everything Bagel,12.0,0.0,9.0,0.0007174959755502641
332,2019-07-09,820801,Blueberry Scone,6.0,0.0,4.0,-0.0008350753923878074
332,2019-07-09,820902,Butter Croissant,12.0,0.0,8.0,6.674486212432384e-05
332,2019-07-09,820224,Chocolate Croissant,10.0,0.0,8.0,-0.001575098023749888
332,2019-07-09,810703,Cinnamon Roll,8.0,0.0,7.0,0.0001246173633262515
332,2019-07-09,3000210,Cookie - Chocolate Chunk,6.0,0.0,3.0,-0.0005651676328852773
332,2019-07-09,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,8.0,1.0,8.0,-0.0007678582333028316
332,2019-07-09,3000207,Danish - Classic Cheese,6.0,0.0,3.0,-0.0010233876528218389
332,2019-07-09,3000209,Croissant - White Cheddar Jalapeno,6.0,0.0,5.0,-0.0002134944370482117
332,2019-07-09,3000214,Coffee Cake with Streusel,8.0,0.0,7.0,0.00032523018307983875
332,2019-07-09,841402,Almond Croissant,8.0,0.0,6.0,-0.0012181831989437342
332,2019-07-10,3000227,Caprese Sandwich,6.0,0.0,6.0,0.00012578628957271576
332,2019-07-10,3000278,Breakfast Burrito Egg Beans & Rice,3.0,3.0,0.0,-0.0021562930196523666
332,2019-07-10,820602,Everything Bagel,12.0,0.0,9.0,-0.001345205120742321
332,2019-07-10,820801,Blueberry Scone,6.0,0.0,4.0,-0.0005495677469298244
332,2019-07-10,820902,Butter Croissant,12.0,0.0,13.0,0.00017983795260079205
332,2019-07-10,820224,Chocolate Croissant,8.0,0.0,3.0,-1.419044565409422e-05
332,2019-07-10,810703,Cinnamon Roll,6.0,0.0,6.0,0.00045103963930159807
332,2019-07-10,3000210,Cookie - Chocolate Chunk,4.0,0.0,4.0,0.0022433768026530743
332,2019-07-10,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,8.0,0.0,9.0,-0.0006777951493859291
332,2019-07-10,3000207,Danish - Classic Cheese,6.0,0.0,5.0,-0.0008019560482352972
332,2019-07-10,3000209,Croissant - White Cheddar Jalapeno,6.0,0.0,4.0,0.008163350634276867
332,2019-07-10,3000214,Coffee Cake with Streusel,16.0,2.0,13.0,0.0019550113938748837
332,2019-07-10,841402,Almond Croissant,8.0,0.0,7.0,8.833385072648525e-05
332,2019-07-11,3000227,Caprese Sandwich,7.0,0.0,7.0,-0.0005626385100185871
332,2019-07-11,3000278,Breakfast Burrito Egg Beans & Rice,3.0,0.0,5.0,-0.0008076910162344575
332,2019-07-11,820602,Everything Bagel,15.0,0.0,14.0,0.000867932743858546
332,2019-07-11,820801,Blueberry Scone,6.0,0.0,5.0,-0.0006095878779888153
332,2019-07-11,820902,Butter Croissant,8.0,0.0,3.0,0.00013561354717239738
332,2019-07-11,820224,Chocolate Croissant,10.0,0.0,10.0,-0.0013821989996358752
332,2019-07-11,810703,Cinnamon Roll,10.0,0.0,10.0,0.00019515817984938622
332,2019-07-11,3000210,Cookie - Chocolate Chunk,2.0,0.0,2.0,-0.0020622219890356064
332,2019-07-11,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,9.0,0.0,8.0,-0.004204426892101765
332,2019-07-11,3000207,Danish - Classic Cheese,6.0,0.0,5.0,-0.002330247312784195
332,2019-07-11,3000209,Croissant - White Cheddar Jalapeno,8.0,0.0,7.0,0.00015786182484589517
332,2019-07-11,3000214,Coffee Cake with Streusel,0.0,0.0,2.0,0.0003946378128603101
332,2019-07-11,841402,Almond Croissant,4.0,0.0,4.0,-0.0016262142453342676
332,2019-07-12,3000227,Caprese Sandwich,4.0,0.0,4.0,0.0010767856147140265
332,2019-07-12,3000278,Breakfast Burrito Egg Beans & Rice,4.0,0.0,3.0,-0.0029252474196255207
332,2019-07-12,820602,Everything Bagel,15.0,0.0,10.0,-0.0008719394099898636
332,2019-07-12,820801,Blueberry Scone,6.0,0.0,7.0,-0.0005028893938288093
332,2019-07-12,820902,Butter Croissant,10.0,0.0,9.0,0.00010324944742023945
332,2019-07-12,820224,Chocolate Croissant,10.0,0.0,7.0,0.00021176098380237818
332,2019-07-12,810703,Cinnamon Roll,10.0,0.0,8.0,0.0009754846105352044
332,2019-07-12,3000210,Cookie - Chocolate Chunk,4.0,0.0,2.0,0.001822519931010902
332,2019-07-12,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,8.0,0.0,7.0,-0.0035330469254404306
332,2019-07-12,3000207,Danish - Classic Cheese,6.0,0.0,5.0,-0.0005847837310284376
332,2019-07-12,3000209,Croissant - White Cheddar Jalapeno,8.0,0.0,7.0,-2.4130247766152024e-05
332,2019-07-12,3000214,Coffee Cake with Streusel,16.0,4.0,13.0,0.00048633263213559985
332,2019-07-12,841402,Almond Croissant,8.0,0.0,8.0,-0.0004645793233066797
332,2019-07-13,3000227,Caprese Sandwich,4.0,0.0,4.0,0.00035168486647307873
332,2019-07-13,3000278,Breakfast Burrito Egg Beans & Rice,2.0,1.0,1.0,-0.003457361366599798
332,2019-07-13,820602,Everything Bagel,12.0,0.0,7.0,6.371102062985301e-05
332,2019-07-13,820801,Blueberry Scone,4.0,0.0,3.0,-0.0005529081681743264
332,2019-07-13,820902,Butter Croissant,8.0,0.0,5.0,0.0001557715586386621
332,2019-07-13,820224,Chocolate Croissant,8.0,0.0,8.0,-0.0008712952258065343
332,2019-07-13,810703,Cinnamon Roll,6.0,0.0,3.0,0.00023782160133123398
332,2019-07-13,3000210,Cookie - Chocolate Chunk,2.0,0.0,0.0,0.0007373894331976771
332,2019-07-13,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,8.0,1.0,7.0,-0.002432112582027912
332,2019-07-13,3000207,Danish - Classic Cheese,6.0,0.0,3.0,-0.0005063527496531606
332,2019-07-13,3000209,Croissant - White Cheddar Jalapeno,6.0,0.0,3.0,-0.0001023709774017334
332,2019-07-13,3000214,Coffee Cake with Streusel,8.0,0.0,6.0,0.0010688059264793992
332,2019-07-13,841402,Almond Croissant,8.0,0.0,8.0,0.0005848722066730261
332,2019-07-14,3000227,Caprese Sandwich,6.0,0.0,8.0,-0.00042254384607076645
332,2019-07-14,3000278,Breakfast Burrito Egg Beans & Rice,2.0,0.0,2.0,-0.006590207573026419
332,2019-07-14,820602,Everything Bagel,9.0,0.0,9.0,0.0006939169834367931
332,2019-07-14,820801,Blueberry Scone,4.0,0.0,4.0,-0.0006162722129374743
332,2019-07-14,820902,Butter Croissant,12.0,0.0,10.0,0.00012000772403553128
332,2019-07-14,820224,Chocolate Croissant,10.0,0.0,6.0,-0.0014107179595157504
332,2019-07-14,810703,Cinnamon Roll,6.0,0.0,6.0,-0.00021611142437905073
332,2019-07-14,3000210,Cookie - Chocolate Chunk,4.0,0.0,2.0,-0.0031150789000093937
332,2019-07-14,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,9.0,1.0,9.0,-0.003074818290770054
332,2019-07-14,3000207,Danish - Classic Cheese,6.0,0.0,5.0,-0.0012041355948895216
332,2019-07-14,3000209,Croissant - White Cheddar Jalapeno,8.0,0.0,6.0,-1.2093631085008383e-05
332,2019-07-14,3000214,Coffee Cake with Streusel,8.0,0.0,8.0,0.0012444721069186926
332,2019-07-14,841402,Almond Croissant,8.0,0.0,8.0,-0.0015195945743471384
332,2019-07-15,3000227,Caprese Sandwich,5.0,0.0,5.0,0.00078748376108706
332,2019-07-15,3000278,Breakfast Burrito Egg Beans & Rice,3.0,0.0,2.0,-0.004719458986073732
332,2019-07-15,820602,Everything Bagel,12.0,0.0,11.0,-0.0003220835351385176
332,2019-07-15,820801,Blueberry Scone,4.0,0.0,3.0,-0.00035250652581453323
332,2019-07-15,820902,Butter Croissant,10.0,0.0,9.0,0.0002987798652611673
332,2019-07-15,820224,Chocolate Croissant,10.0,0.0,9.0,-0.000667150947265327
332,2019-07-15,810703,Cinnamon Roll,6.0,0.0,6.0,-0.00028722977731376886
332,2019-07-15,3000210,Cookie - Chocolate Chunk,4.0,0.0,4.0,0.0028793057426810265
332,2019-07-15,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,8.0,0.0,9.0,-0.0023364818189293146
332,2019-07-15,3000207,Danish - Classic Cheese,6.0,0.0,5.0,-0.0004920633509755135
332,2019-07-15,3000209,Croissant - White Cheddar Jalapeno,6.0,0.0,6.0,-6.287277210503817e-05
332,2019-07-15,3000214,Coffee Cake with Streusel,8.0,0.0,7.0,-0.0003269990556873381
332,2019-07-15,841402,Almond Croissant,6.0,0.0,6.0,-0.001146396854892373
332,2019-07-16,3000227,Caprese Sandwich,7.0,2.0,5.0,-0.0002318627666682005
332,2019-07-16,3000278,Breakfast Burrito Egg Beans & Rice,4.0,4.0,0.0,-0.0021427543833851814
332,2019-07-16,820602,Everything Bagel,12.0,0.0,7.0,-0.000684260914567858
332,2019-07-16,820801,Blueberry Scone,6.0,0.0,6.0,-0.0006640617502853274
332,2019-07-16,820902,Butter Croissant,12.0,0.0,3.0,0.00019095902098342776
332,2019-07-16,820224,Chocolate Croissant,10.0,0.0,4.0,-0.0005442992551252246
332,2019-07-16,810703,Cinnamon Roll,8.0,0.0,4.0,0.0008937340462580323
332,2019-07-16,3000210,Cookie - Chocolate Chunk,6.0,0.0,3.0,0.0016622325638309121
332,2019-07-16,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,8.0,2.0,6.0,-0.0028351612854748964
332,2019-07-16,3000207,Danish - Classic Cheese,6.0,0.0,2.0,-0.00159935699775815
332,2019-07-16,3000209,Croissant - White Cheddar Jalapeno,6.0,0.0,6.0,-0.00013078722986392677
332,2019-07-16,3000214,Coffee Cake with Streusel,8.0,0.0,7.0,0.0002563120797276497
332,2019-07-16,841402,Almond Croissant,8.0,0.0,3.0,0.00010668090544641018
332,2019-07-17,3000227,Caprese Sandwich,6.0,3.0,5.0,0.0002680604811757803
332,2019-07-17,3000278,Breakfast Burrito Egg Beans & Rice,3.0,2.0,2.0,-0.0023004263639450073
332,2019-07-17,820602,Everything Bagel,12.0,0.0,12.0,-0.0006259896908886731
332,2019-07-17,820801,Blueberry Scone,6.0,0.0,2.0,-0.0008393664611503482
332,2019-07-17,820902,Butter Croissant,12.0,0.0,10.0,0.00046574859879910946
332,2019-07-17,820224,Chocolate Croissant,8.0,0.0,8.0,-7.420300971716642e-05
332,2019-07-17,810703,Cinnamon Roll,6.0,0.0,4.0,-0.0001482147490605712
332,2019-07-17,3000210,Cookie - Chocolate Chunk,4.0,0.0,3.0,0.0004250769270583987
332,2019-07-17,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,9.0,2.0,8.0,-0.006586544215679169
332,2019-07-17,3000207,Danish - Classic Cheese,6.0,0.0,2.0,-0.00022742035798728466
332,2019-07-17,3000209,Croissant - White Cheddar Jalapeno,6.0,0.0,3.0,4.617957165464759e-05
332,2019-07-17,3000214,Coffee Cake with Streusel,16.0,0.0,13.0,0.0014170542126521468
332,2019-07-17,841402,Almond Croissant,8.0,0.0,8.0,0.0005037744995206594
332,2019-07-18,3000227,Caprese Sandwich,8.0,2.0,9.0,0.0005487033631652594
332,2019-07-18,3000278,Breakfast Burrito Egg Beans & Rice,4.0,3.0,4.0,-0.0024154791608452797
332,2019-07-18,820602,Everything Bagel,15.0,0.0,12.0,0.0001896914909593761
332,2019-07-18,820801,Blueberry Scone,6.0,0.0,1.0,-0.00021261372603476048
332,2019-07-18,820902,Butter Croissant,10.0,0.0,8.0,-4.7735171392560005e-05
332,2019-07-18,820224,Chocolate Croissant,10.0,0.0,9.0,-0.001955355517566204
332,2019-07-18,810703,Cinnamon Roll,10.0,0.0,5.0,-0.0006112427217885852
332,2019-07-18,3000210,Cookie - Chocolate Chunk,4.0,0.0,4.0,-0.0003263953549321741
332,2019-07-18,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,10.0,7.0,5.0,-0.0033876379020512104
332,2019-07-18,3000207,Danish - Classic Cheese,6.0,0.0,5.0,-0.0017742204945534468
332,2019-07-18,3000209,Croissant - White Cheddar Jalapeno,8.0,0.0,2.0,-1.7287020455114543e-05
332,2019-07-18,3000214,Coffee Cake with Streusel,8.0,0.0,7.0,0.00032630690839141607
332,2019-07-18,841402,Almond Croissant,8.0,0.0,5.0,-0.001940239453688264
332,2019-07-19,3000227,Caprese Sandwich,3.0,0.0,4.0,0.00018437299877405167
332,2019-07-19,3000278,Breakfast Burrito Egg Beans & Rice,3.0,3.0,1.0,-0.0012128181988373399
332,2019-07-19,820602,Everything Bagel,15.0,0.0,12.0,-3.249227302148938e-05
332,2019-07-19,820801,Blueberry Scone,6.0,0.0,8.0,-0.0004953686147928238
332,2019-07-19,820902,Butter Croissant,10.0,0.0,8.0,0.0002307704125996679
332,2019-07-19,820224,Chocolate Croissant,10.0,0.0,9.0,-0.0008315694285556674
332,2019-07-19,810703,Cinnamon Roll,10.0,0.0,6.0,5.7360739447176456e-05
332,2019-07-19,3000210,Cookie - Chocolate Chunk,4.0,0.0,4.0,-0.00317689822986722
332,2019-07-19,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,7.0,5.0,8.0,-1.4361925423145294e-05
332,2019-07-19,3000207,Danish - Classic Cheese,6.0,0.0,6.0,-0.0009088299702852964
332,2019-07-19,3000209,Croissant - White Cheddar Jalapeno,8.0,0.0,8.0,-3.03183333016932e-06
332,2019-07-19,3000214,Coffee Cake with Streusel,16.0,1.0,14.0,0.0006770712789148092
332,2019-07-19,841402,Almond Croissant,8.0,0.0,9.0,0.001260347431525588
332,2019-07-20,3000227,Caprese Sandwich,4.0,0.0,4.0,0.0001762337051331997
332,2019-07-20,3000278,Breakfast Burrito Egg Beans & Rice,2.0,2.0,0.0,-0.008083838038146496
332,2019-07-20,820602,Everything Bagel,12.0,0.0,6.0,-0.0008775399182923138
332,2019-07-20,820801,Blueberry Scone,4.0,0.0,2.0,-0.0001916226465255022
332,2019-07-20,820902,Butter Croissant,8.0,0.0,7.0,0.00023129652254283428
332,2019-07-20,820224,Chocolate Croissant,8.0,0.0,5.0,-0.0031545190140604973
332,2019-07-20,810703,Cinnamon Roll,8.0,0.0,3.0,0.0005124304443597794
332,2019-07-20,3000210,Cookie - Chocolate Chunk,2.0,0.0,2.0,0.0009251300944015384
332,2019-07-20,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,8.0,0.0,13.0,-0.008168932981789112
332,2019-07-20,3000207,Danish - Classic Cheese,6.0,0.0,2.0,0.004473993554711342
332,2019-07-20,3000209,Croissant - White Cheddar Jalapeno,6.0,0.0,4.0,-0.00021656465833075345
332,2019-07-20,3000214,Coffee Cake with Streusel,8.0,0.0,8.0,0.0004626468289643526
332,2019-07-20,841402,Almond Croissant,8.0,0.0,3.0,-0.0006509090308099985
332,2019-07-21,3000227,Caprese Sandwich,6.0,4.0,2.0,-3.860285505652428e-05
332,2019-07-21,3000278,Breakfast Burrito Egg Beans & Rice,2.0,0.0,2.0,-0.0008545474847778678
332,2019-07-21,820602,Everything Bagel,9.0,0.0,3.0,7.738842396065593e-05
332,2019-07-21,820801,Blueberry Scone,4.0,0.0,0.0,-0.0004192489432170987
332,2019-07-21,820902,Butter Croissant,12.0,0.0,9.0,0.0001570122258272022
332,2019-07-21,820224,Chocolate Croissant,10.0,0.0,8.0,-0.0011630243388935924
332,2019-07-21,810703,Cinnamon Roll,6.0,0.0,2.0,0.0005840837256982923
332,2019-07-21,3000210,Cookie - Chocolate Chunk,4.0,0.0,3.0,1.6652396880090237e-05
332,2019-07-21,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,9.0,4.0,4.0,-0.002728712745010853
332,2019-07-21,3000207,Danish - Classic Cheese,4.0,0.0,4.0,-0.0011488702148199081
332,2019-07-21,3000209,Croissant - White Cheddar Jalapeno,8.0,0.0,4.0,9.376183152198792e-05
332,2019-07-21,3000214,Coffee Cake with Streusel,8.0,0.0,5.0,0.001603514770977199
332,2019-07-21,841402,Almond Croissant,8.0,0.0,5.0,0.00017918995581567287
332,2019-07-22,3000227,Caprese Sandwich,5.0,0.0,9.0,0.0005094010848551989
332,2019-07-22,3000278,Breakfast Burrito Egg Beans & Rice,3.0,0.0,2.0,-0.00030907278414815664
